URL,Product Name,Brand,Rating,Review,Review Date,Energy Star,Capacity
https://www.amazon.in/Carrier-Inverter-Copper-Durafresh-CAI18DN3R39F0/dp/B07P81JG5N/ref=sr_1_234?crid=UYPCO7JBHGEO&keywords=air+conditioner&qid=1703481753&refinements=p_89%3ABlue+Star%7CCarrier%7CHaier%7CHitachi%7CLG%7CLloyd%7CPanasonic%7CSamsung%7CVoltas%2Cp_n_feature_thirteen_browse-bin%3A2753048031&rnid=2753046031&s=kitchen&sprefix=AIR+C%2Ckitchen%2C188&sr=1-234,"Carrier 1.5 Ton 3 Star Inverter Split AC (Durafresh Neo X, CAI18DN3R39F0, White)",Carrier,5,Good,24 October 2019,3,1.5 Tons
https://www.amazon.in/Carrier-Inverter-Copper-Durafresh-CAI18DN3R39F0/dp/B07P81JG5N/ref=sr_1_234?crid=UYPCO7JBHGEO&keywords=air+conditioner&qid=1703481753&refinements=p_89%3ABlue+Star%7CCarrier%7CHaier%7CHitachi%7CLG%7CLloyd%7CPanasonic%7CSamsung%7CVoltas%2Cp_n_feature_thirteen_browse-bin%3A2753048031&rnid=2753046031&s=kitchen&sprefix=AIR+C%2Ckitchen%2C188&sr=1-234,"Carrier 1.5 Ton 3 Star Inverter Split AC (Durafresh Neo X, CAI18DN3R39F0, White)",Carrier,,,,3,1.5 Tons
https://www.amazon.in/Carrier-Inverter-Copper-Durafresh-CAI18DN3R39F0/dp/B07P81JG5N/ref=sr_1_234?crid=UYPCO7JBHGEO&keywords=air+conditioner&qid=1703481753&refinements=p_89%3ABlue+Star%7CCarrier%7CHaier%7CHitachi%7CLG%7CLloyd%7CPanasonic%7CSamsung%7CVoltas%2Cp_n_feature_thirteen_browse-bin%3A2753048031&rnid=2753046031&s=kitchen&sprefix=AIR+C%2Ckitchen%2C188&sr=1-234,"Carrier 1.5 Ton 3 Star Inverter Split AC (Durafresh Neo X, CAI18DN3R39F0, White)",Carrier,,,,3,1.5 Tons
https://www.amazon.in/Carrier-Inverter-Copper-Durafresh-CAI18DN3R39F0/dp/B07P81JG5N/ref=sr_1_234?crid=UYPCO7JBHGEO&keywords=air+conditioner&qid=1703481753&refinements=p_89%3ABlue+Star%7CCarrier%7CHaier%7CHitachi%7CLG%7CLloyd%7CPanasonic%7CSamsung%7CVoltas%2Cp_n_feature_thirteen_browse-bin%3A2753048031&rnid=2753046031&s=kitchen&sprefix=AIR+C%2Ckitchen%2C188&sr=1-234,"Carrier 1.5 Ton 3 Star Inverter Split AC (Durafresh Neo X, CAI18DN3R39F0, White)",Carrier,5,Overall good product,8 July 2019,3,1.5 Tons
https://www.amazon.in/Carrier-Inverter-Copper-Durafresh-CAI18DN3R39F0/dp/B07P81JG5N/ref=sr_1_234?crid=UYPCO7JBHGEO&keywords=air+conditioner&qid=1703481753&refinements=p_89%3ABlue+Star%7CCarrier%7CHaier%7CHitachi%7CLG%7CLloyd%7CPanasonic%7CSamsung%7CVoltas%2Cp_n_feature_thirteen_browse-bin%3A2753048031&rnid=2753046031&s=kitchen&sprefix=AIR+C%2Ckitchen%2C188&sr=1-234,"Carrier 1.5 Ton 3 Star Inverter Split AC (Durafresh Neo X, CAI18DN3R39F0, White)",Carrier,4,"Product is good, installation done perfectly.
However there are two way swing option available in my system vertical and horizontal. But horizontal option is not working",25 June 2020,3,1.5 Tons
https://www.amazon.in/Carrier-Inverter-Copper-Durafresh-CAI18DN3R39F0/dp/B07P81JG5N/ref=sr_1_234?crid=UYPCO7JBHGEO&keywords=air+conditioner&qid=1703481753&refinements=p_89%3ABlue+Star%7CCarrier%7CHaier%7CHitachi%7CLG%7CLloyd%7CPanasonic%7CSamsung%7CVoltas%2Cp_n_feature_thirteen_browse-bin%3A2753048031&rnid=2753046031&s=kitchen&sprefix=AIR+C%2Ckitchen%2C188&sr=1-234,"Carrier 1.5 Ton 3 Star Inverter Split AC (Durafresh Neo X, CAI18DN3R39F0, White)",Carrier,,,,3,1.5 Tons
https://www.amazon.in/Carrier-18K-Hybridjet-Technology-CAI18EN3R30F1/dp/B09Y255Y4H/ref=sr_1_235?crid=UYPCO7JBHGEO&keywords=air+conditioner&qid=1703481753&refinements=p_89%3ABlue+Star%7CCarrier%7CHaier%7CHitachi%7CLG%7CLloyd%7CPanasonic%7CSamsung%7CVoltas%2Cp_n_feature_thirteen_browse-bin%3A2753048031&rnid=2753046031&s=kitchen&sprefix=AIR+C%2Ckitchen%2C188&sr=1-235,Carrier Emperia Cxi 18K 1.5 Ton 3 Star Split System Hybridjet Inverter AC with Flexicool Technology (White)(CAI18EN3R30F1),Carrier,1,Gas got leaked within 15 days of purchase. Customer care is so lazy to fix it. Called them 2 days ago.. They came and check but didn't fix it. Pathetic,28 August 2022,3,1.5 Tons
https://www.amazon.in/Carrier-18K-Hybridjet-Technology-CAI18EN3R30F1/dp/B09Y255Y4H/ref=sr_1_235?crid=UYPCO7JBHGEO&keywords=air+conditioner&qid=1703481753&refinements=p_89%3ABlue+Star%7CCarrier%7CHaier%7CHitachi%7CLG%7CLloyd%7CPanasonic%7CSamsung%7CVoltas%2Cp_n_feature_thirteen_browse-bin%3A2753048031&rnid=2753046031&s=kitchen&sprefix=AIR+C%2Ckitchen%2C188&sr=1-235,Carrier Emperia Cxi 18K 1.5 Ton 3 Star Split System Hybridjet Inverter AC with Flexicool Technology (White)(CAI18EN3R30F1),Carrier,5,It's cooling very fast & noiseless.,24 May 2023,3,1.5 Tons
https://www.amazon.in/Carrier-18K-Hybridjet-Technology-CAI18EN3R30F1/dp/B09Y255Y4H/ref=sr_1_235?crid=UYPCO7JBHGEO&keywords=air+conditioner&qid=1703481753&refinements=p_89%3ABlue+Star%7CCarrier%7CHaier%7CHitachi%7CLG%7CLloyd%7CPanasonic%7CSamsung%7CVoltas%2Cp_n_feature_thirteen_browse-bin%3A2753048031&rnid=2753046031&s=kitchen&sprefix=AIR+C%2Ckitchen%2C188&sr=1-235,Carrier Emperia Cxi 18K 1.5 Ton 3 Star Split System Hybridjet Inverter AC with Flexicool Technology (White)(CAI18EN3R30F1),Carrier,1,"Worst AC, Don't Buy It",14 June 2022,3,1.5 Tons
https://www.amazon.in/Carrier-CXI-Ton-Star-CAI24EN3R30F1/dp/B09YRBNFNL/ref=sr_1_236?crid=UYPCO7JBHGEO&keywords=air+conditioner&qid=1703481753&refinements=p_89%3ABlue+Star%7CCarrier%7CHaier%7CHitachi%7CLG%7CLloyd%7CPanasonic%7CSamsung%7CVoltas%2Cp_n_feature_thirteen_browse-bin%3A2753048031&rnid=2753046031&s=kitchen&sprefix=AIR+C%2Ckitchen%2C188&sr=1-236,"Carrier Emperia CXI 2 Ton 3 Star Inverter Split AC (Copper Condenser, 2022 Model, CAI24EN3R30F1, White)",Carrier,5,I would strongly recommend and rate this as 5*,9 December 2023,3,2 Tons
